Country,Subject Descriptor,Units,Scale,2019,2020,2021,Estimates Start After
Vanuatu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,147.05","3,090.47","3,235.21",2018
Vanuatu,"Inflation, average consumer prices",Percent change,,2.713,5.678,5.413,2019
Vanuatu,Population,Persons,Millions,0.295,0.302,0.309,2020
Venezuela,"Gross domestic product, constant prices",Percent change,,-35,-30,-5,2018
Venezuela,"Gross domestic product, current prices",U.S. dollars,Billions,63.96,47.255,44.893,2018
Venezuela,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,299.31","1,690.66","1,627.35",2010
Venezuela,"Inflation, average consumer prices",Percent change,,"19,906.02","2,355.15","2,700.00",2020
Venezuela,Volume of imports of goods and services,Percent change,,-32.647,-20.57,-10.057,2017
Venezuela,Volume of exports of goods and services,Percent change,,-30.163,-50.461,-44.491,2017
Venezuela,Population,Persons,Millions,27.817,27.951,27.586,2010
Vietnam,"Gross domestic product, constant prices",Percent change,,7.15,2.948,3.78,2020
Vietnam,"Gross domestic product, current prices",U.S. dollars,Billions,327.873,343.114,368.002,2020
Vietnam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,398.21","3,522.51","3,742.86",2019
Vietnam,"Inflation, average consumer prices",Percent change,,2.797,3.222,2.034,2020
Vietnam,Volume of imports of goods and services,Percent change,,6.818,2.963,-4.79,2020
Vietnam,Volume of exports of goods and services,Percent change,,6.715,3.119,0.696,2020
Vietnam,Population,Persons,Millions,96.484,97.406,98.321,2019
West Bank and Gaza,"Gross domestic product, constant prices",Percent change,,1.363,-11.457,4.44,2020
West Bank and Gaza,"Gross domestic product, current prices",U.S. dollars,Billions,17.134,15.561,17.343,2020
West Bank and Gaza,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,442.75","3,050.55","3,320.85",2020
West Bank and Gaza,"Inflation, average consumer prices",Percent change,,1.557,-0.711,1.304,2020
West Bank and Gaza,Volume of imports of goods and services,Percent change,,1.445,-15.418,3.057,2020
West Bank and Gaza,Volume of exports of goods and services,Percent change,,2.009,-7.018,1.963,2020
West Bank and Gaza,Population,Persons,Millions,4.977,5.101,5.222,2020
Yemen,"Gross domestic product, constant prices",Percent change,,1.4,-8.5,-2,2020
Yemen,"Gross domestic product, current prices",U.S. dollars,Billions,21.888,18.841,19.471,2020
Yemen,"Gross domestic product per capita, current prices",U.S. dollars,Units,691.587,580.221,585.003,2019
Yemen,"Inflation, average consumer prices",Percent change,,12.007,23.095,40.745,2020
Yemen,Volume of imports of goods and services,Percent change,,29.194,-21.26,23.967,2020
Yemen,Volume of exports of goods and services,Percent change,,30.289,12.099,62.36,2020
Yemen,Population,Persons,Millions,31.648,32.471,33.283,2019
Zambia,"Gross domestic product, constant prices",Percent change,,1.441,-3.02,1.005,2020
Zambia,"Gross domestic product, current prices",U.S. dollars,Billions,23.309,19.319,21.699,2020
Zambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,272.24","1,023.16","1,115.27",2019
Zambia,"Inflation, average consumer prices",Percent change,,9.151,15.733,22.8,2020
Zambia,Volume of imports of goods and services,Percent change,,-13.991,-19.718,-7.738,2019
Zambia,Volume of exports of goods and services,Percent change,,-11.73,9.157,-8.514,2019
Zambia,Population,Persons,Millions,18.321,18.882,19.456,2019
Zimbabwe,"Gross domestic product, constant prices",Percent change,,-6.144,-4.069,5.133,2019
Zimbabwe,"Gross domestic product, current prices",U.S. dollars,Billions,19.587,21.924,25.791,2019
Zimbabwe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,314.09","1,443.42","1,664.76",2017
Zimbabwe,"Inflation, average consumer prices",Percent change,,255.292,557.21,92.54,2019
Zimbabwe,Population,Persons,Millions,14.905,15.189,15.492,2017
,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2021",,,,,,,
